Title,Image_Name,Cleaned_Ingredients,ingredient_list,multi_hot
Pajeon Sauce,pajeon-sauce,"['2 tablespoons water', '2 tablespoons rice vinegar', '6 tablespoons soy sauce', '1 tablespoon gochugaru (Korean red chili flakes)', '2 garlic cloves, minced', '¼ teaspoon minced ginger', '1 teaspoon toasted sesame oil', 'Sliced fresh red chile', 'optional']","['water', 'rice vinegar', 'soy sauce', 'gochugaru', 'garlic', 'ginger', 'sesame oil', 'red chile']",[0 0 0 ... 0 0 0]
Corvina Traditional,corvina-traditional-360150,"['1/3 pound peeled sweet potatoes, cut into 1/4-inch dice', '3/4 cup pure maple syrup', '1/2 cup freshly squeezed lime juice', '1/4 cup fresh celery juice', '1 tablespoon salt', '2 teaspoons aji amarillo paste (see Note)', '1 pound skinless corvina fillet, blood line removed and cut into 1/2-inch dice', '1/4 cup very finely diced celery', '3 tablespoons finely diced red onion', '3 tablespoons chopped fresh cilantro', '1/4 cup whole cilantro leaves']","['sweet potatoes', 'pure maple syrup', 'lime juice', 'celery juice', 'salt', 'aji amarillo paste', 'corvina fillet', 'celery', 'red onion', 'cilantro', 'cilantro leaves']",[0 0 0 ... 0 0 0]
Savory Dutch Baby for Two,savory-dutch-baby-for-two,"['1/4 cup all-purpose flour', '1 Tbsp. sugar', '1 tsp. finely chopped thyme leaves', '1/2 tsp. kosher salt', '1/2 tsp. freshly ground black pepper', '2 Tbsp. finely grated Parmesan, plus more for serving', '2 large eggs', '1/2 cup whole milk', '2 Tbsp. unsalted butter, cut into pieces', 'Crème fraîche', 'smoked salmon', 'baby greens', 'and lemon wedges (for serving; optional)']","['all-purpose flour', 'sugar', 'thyme leaves', 'kosher salt', 'black pepper', 'parmesan', 'eggs', 'milk', 'ted butter', 'crème fraîche', 'salmon', 'baby greens', 'lemon wed']",[0 0 0 ... 0 0 0]
Sauteed Collard Greens,sauteed-collard-greens-15805,"['2 1/2 pounds collard greens', '2 garlic cloves', '1 tablespoon unsalted butter', '1 tablespoon olive oil', '1 teaspoon fresh lemon juice', 'or to taste']","['collard greens', 'garlic', 'ted butter', 'olive oil', 'lemon juice']",[0 0 0 ... 0 0 0]
Toasted Barley Risotto with Spinach and Herb Purée,toasted-barley-risotto-with-spinach-and-herb-puree-51231690,"['1 cup pearled, hulled, or hull-less barley', '8 cups low-sodium vegetable broth', '3 tablespoons unsalted butter, divided', '1 medium onion, finely chopped', 'Kosher salt, freshly ground pepper', '1 freshly ground pepper', '2 teaspoons chopped fresh thyme', '1 bay leaf', '1/2 bunch spinach, thick stems removed (about 2 cups)', '1/2 bunch flat-leaf parsley, thick stems removed (about 1 cup)', '2 tablespoons olive oil', '1 garlic clove, finely grated', '1 teaspoon finely grated Meyer lemon or regular lemon zest', '1 tablespoon Meyer lemon or regular lemon juice', '1 cup finely grated Parmesan', '1/3 cup chopped tender herbs (such as tarragon and/or chives)']","['barley', 'vegetable broth', 'ted butter', 'onion', 'kosher salt', 'pepper', 'thyme', 'bay leaf', 'spinach', 'leaf parsley', 'olive oil', 'garlic', 'meyer lemon', 'parmesan', 'herbs']",[0 0 0 ... 0 0 0]
Mushroom and Three-Cheese Strata,mushroom-and-three-cheese-strata-102187,"['1/4 cup (1/2 stick) butter', '1 pound fresh shiitake mushrooms, stemmed, caps sliced', '8 cups (packed) 1-inch pieces Wonder Bread or other white bread (about 12 slices)', '2 1/4 cups whole milk', '1 1/2 cups half and half', '5 large eggs', '3/4 cup chopped fresh chives or green onion tops', '2 tablespoons chopped fresh thyme', '3 garlic cloves, chopped', '1 1/2 teaspoons salt', '3/4 teaspoon ground black pepper', '9 ounces soft fresh goat cheese (such as Montrachet), crumbled (about 2 1/2 cups)', '1 1/2 cups (packed) grated Parmesan cheese (about 4 ounces)', '1 cup (packed) grated Fontina cheese (about 4 ounces)']","['butter', 'shiitake mushrooms', 'wonder bread', 'milk', 'half', 'eggs', 'chi', 'thyme', 'garlic', 'salt', 'black pepper', 'goat cheese', 'parmesan cheese', 'ted fontina cheese']",[0 0 0 ... 0 0 0]
Roasted Winter Squash with Kale Pipian,roasted-winter-squash-with-kale-pipian,"['1 cup raw pumpkin seeds (pepitas), divided', '3 lb. mixed winter squash pieces (such as 1""-thick delicata rounds, 1""-thick kabocha wedges, and/or quartered honeynut), seeds removed', '3 Tbsp. extra-virgin olive oil', 'Kosher salt', '1/4 white onion, thinly sliced', '3 garlic cloves, crushed', '8 oz. tomatillos (about 4), husks removed, rinsed', '1 small bunch Tuscan kale, ribs and stems removed, leaves torn', '2 small serrano chiles', 'Flaky sea salt', 'Cilantro leaves with tender stems and lime wedges (for serving)']","['pumpkin seeds', 'mixed winter squash', 'extra-virgin olive oil', 'kosher salt', 'white onion', 'garlic', 'tomatillos', 'tuscan kale', 'serrano chiles', 'flaky sea salt', 'cilantro leaves', 'lime']",[0 0 0 ... 0 0 0]
Butternut Squash and Green Beans in a Coconut-Milk Curry,butternut-squash-and-green-beans-in-a-coconut-milk-curry,"['8 ounces butternut squash, peeled and chopped into 1-inch cubes', '1/2 cup water', 'Salt', '8 ounces green beans, trimmed and chopped into 1-inch pieces', '1 cup canned coconut milk', '2 tablespoons canola oil', '1/4 teaspoon mustard seeds', '2 medium green serrano chiles, minced', '3 tablespoons coarsely chopped cashews']","['butternut squash', 'water', 'salt', 'green beans', 'coconut milk', 'canola oil', 'mustard seeds', 'green serrano chiles', 'cashews']",[0 0 0 ... 0 0 0]
Life's A Peach Cocktail,lifes-a-peach-cocktail-56389937,"['3 cups frozen sliced peaches (about 14 ounces)', '2 cups ice', '6 ounces whiskey', '2 ounces honey', '1 ounce fresh lemon juice', '1 ounce fresh lime juice', '1/8 teaspoon ground cardamom']","['peaches', 'ice', 'whiskey', 'honey', 'lemon juice', 'lime juice', 'cardamom']",[0 0 0 ... 0 0 0]
Pineapple-Glazed Ham,pineapple-glazed-ham,"['1/2 pineapple, peeled, sliced into rings', '1 large orange, sliced into thick rounds', '1 (10-lb.) cured smoked bone-in ham or 6-lb. cured boneless ham', '3 cups pineapple juice', '1/2 cup apple cider vinegar', '1/2 cup (packed) light brown sugar', '1/4 cup hot sauce', 'Maraschino cherries (for serving)']","['pineapple', 'orange', 'in ham', 'pineapple juice', 'apple cider vinegar', 'brown sugar', 'sauce', 'maraschino cherries']",[0 0 0 ... 0 0 0]
Roasted Lamb Chops with Charmoula and Skillet Asparagus,roasted-lamb-chops-with-charmoula-and-skillet-asparagus-237904,"['1 tablespoon cumin seeds', '1 1/2 cups (lightly packed) fresh Italian parsley leaves', '1/2 cup (lightly packed) fresh mint leaves', '1/2 cup (lightly packed) fresh cilantro leaves', '2 large garlic cloves', '1 tablespoon sweet smoked paprika (pimentón dulce)* or sweet Hungarian paprika', '1 teaspoon coarse kosher salt', '1/4 teaspoon cayenne pepper', '6 tablespoons extra-virgin olive oil, divided', '1 tablespoon fresh lemon juice', '8 (1 1/4- to 1 1/2-inch-thick) lamb loin chops (about 2 2/3 pounds)', '1 tablespoon butter', '1 tablespoon extra-virgin olive oil', '1 1/2 pounds thin asparagus, trimmed, peeled, tops cut into 3-inch-long pieces, stalks cut into 1/2-inch pieces', '3 tablespoons chopped shallot', '1 teaspoon finely grated lemon peel', '*Sometimes labeled sweet pimentón de La Vera; available at some supermarkets', 'at specialty foods stores', 'and from tienda.com.']","['cumin seeds', 'italian parsley leaves', 'mint leaves', 'cilantro leaves', 'garlic', 'sweet', 'paprika', 'kosher salt', 'cayenne pepper', 'extra-virgin olive oil', 'lemon juice', 'lamb loin chops', 'butter', 'asparagus', 'shallot', 'lemon peel', 'sweet pimentón de la vera', 'special', 'foods store']",[0 0 0 ... 0 0 0]
Whole Striped Bass with Lemon and Mint,whole-striped-bass-with-lemon-and-mint-350088,"['1 lemon, cut in half', '1 2-pound whole striped bass, cleaned, scored to bone in 4 places on each side', '5 tablespoons extra-virgin olive oil', '1/2 cup chopped green onions (about 2)', '3 tablespoons (packed) chopped fresh mint plus 4 whole sprigs', '1 tablespoon fresh lemon juice', '2 teaspoons dried oregano', '1 large garlic clove', 'coarsely chopped']","['lemon', 'striped bass', 'extra-virgin olive oil', 'green onions', 'mint', 'lemon juice', 'oregano', 'garlic']",[0 0 0 ... 0 0 0]
Fried Cardoons,fried-cardoons-240553,"['2 1/4 pounds cardoons (1 large bunch)', 'About 6 cups vegetable oil', '1/2 cup all-purpose flour', '2 large eggs, lightly beaten', '2 tablespoons water', '1/2 cup grated Parmigiano-Reggiano', 'Equipment: a deep-fat thermometer']","['cardoons', 'vegetable oil', 'all-purpose flour', 'eggs', 'water', 'parmigiano-reggiano', 'thermometer']",[0 0 0 ... 0 0 0]
Singapore Noodles,singapore-noodles-354709,"['8 ounces dried rice vermicelli, soaked in water until pliable', '24 small tiger shrimp, heads removed, peeled and deveined', '3 tablespoons vegetable oil', '1 small onion, cut into thin wedges', '1/2 cup fresh shelled green peas, or frozen peas, thawed', '2 teaspoons Indian curry powder', '6 ounces Cantonese roast pork or thick slice of ham, diced', '1 1/2 tablespoons fish sauce', 'Kosher salt and freshly ground black pepper', '6 sprigs cilantro', 'trimmed']","['rice vermicelli', 'tiger shrimp', 'vegetable oil', 'onion', 'green peas', 'indian curry powder', 'cantonese roast pork', 'fish sauce', 'kosher salt', 'black pepper', 'cilantro']",[0 0 0 ... 0 0 0]
Penne with Parmesan Cream and Prosciutto,penne-with-parmesan-cream-and-prosciutto-236686,"['2 1/4 cups heavy cream', '1 1/2 cups plus 2 tablespoons finely grated Parmigiano-Reggiano (3 ounces)', '1 pound penne', '2 ounces thinly sliced prosciutto', 'coarsely chopped']","['heavy cream', 'parmigiano', 'reggiano', 'penne', 'prosciutto']",[0 0 0 ... 0 0 0]
Broiled Plums with Mango Sorbet,broiled-plums-with-mango-sorbet-232641,"['1/2 lb plums (about 2 medium), pitted and cut into 1/2-inch wedges', '1 tablespoon sugar', '1/4 teaspoon vanilla', '1/8 teaspoon cinnamon', '3 tablespoons water', '2 cups (1 pint) fat-free mango sorbet']","['plums', 'sugar', 'vanilla', 'cinnamon', 'water', 'mango sorbet']",[0 0 0 ... 0 0 0]
Creamsicle Crush,creamsicle-crush-235556,"['1/2 cup thawed orange juice concentrate', '1/2 cup Grand Marnier', '3 tablespoons vanilla vodka', '4 cups shaved ice (made with the grater blade of a food processor)']","['orange juice concentrate', 'grand marnier', 'vanilla vodka', 'ved ice']",[0 0 0 ... 0 0 0]
Chioggia Beet Borani with Feta and Toasted Sesame Seeds,chioggia-beet-borani-with-feta-and-toasted-sesame-seeds-51243230,"['3 medium chioggia or candy striped beets', '1/4 cup plus 3 teaspoons extra virgin olive oil, divided', '3/4 teaspoon kosher salt, divided', '1/2 teaspoon cumin seeds', '1 clove garlic, thinly sliced', '1/2 medium shallot, thinly sliced', '1 cup whole milk Greek yogurt', '2 tablespoons lime juice', '2 ounces fresh goats milk feta, crumbled (about 1/4 cup)', '1 tablespoon sesame seeds, toasted', 'fleur de sel or Jacobsen salt, more for serving', 'grilled or toasted baguette or seeded crackers, for serving', 'a mortar and pestle or a spice grinder']","['be', 'extra virgin olive oil', 'kosher salt', 'cumin seeds', 'garlic', 'shallot', 'milk greek yogurt', 'lime juice', 'goats milk feta', 'sesame seeds', 'fleur de sel', 'baguette', 'mortar']",[0 0 0 ... 0 0 0]
Pizza Dough,pizza-dough-358471,"['1 1/4 cups warm water (95°)', 'One 1/4-ounce package active dry yeast', '1 1/2 teaspoons sugar', '3 1/2 cups of ""00"" flour', 'Scant 2 tablespoons salt', '1/4 cup extra virgin olive oil', 'Semolina for dusting']","['water', 'active', 'yeast', 'sugar', 'flour', 'salt', 'extra virgin olive oil', 'semolina']",[0 0 0 ... 0 0 0]
Spicy Carrot-Miso Dressing,spicy-carrot-miso-dressing,"['2 medium carrots, chopped if using a high-powered blender (about 1 1/4 cups), grated if using a regular blender', '1/2 cup filtered water', '1/4 cup raw cashews', '1/4 cup extra-virgin olive oil', '3 Tbsp. freshly squeezed lime juice', '1 (3-inch) piece scallion, white and light green parts only, coarsely chopped', '1 (1/2-inch) slice of a large garlic clove', '1/2 tsp. fine sea salt, plus more to taste', '1 tsp. tamari, plus more to taste', '1 recipe Creamy Carrot Dressing, omitting the salt and using brown rice vinegar in place of the lime juice', '1 Tbsp. unpasteurized chickpea miso or sweet white miso', '1-inch piece fresh ginger, peeled and chopped (finely chopped if using a regular blender)', '1/8 tsp. cayenne pepper', 'plus more to taste']","['carrots', 'water', 'cashews', 'extra-virgin olive oil', 'lime juice', 'scallion', 'white', 'green', 'garlic', 'sea salt', 'tamari', 'creamy carrot dressing', 'chickpea mis', 'ginger', 'cayenne pepper']",[0 0 0 ... 0 0 0]
Fougasse,fougasse-236703,"['1 teaspoon sugar', '1/2 cup warm water (105–115°F)', '2 teaspoons active dry yeast (from a 1/4-oz package)', '1/2 cup all-purpose flour', '2 tablespoons sugar', '1 1/4 teaspoons table salt', '1 teaspoon anise seeds, lightly crushed', '2/3 cup water', '2 teaspoons orange-flower water (preferably French)', '1 teaspoon finely grated fresh orange zest', '1/3 cup mild extra-virgin olive oil (preferably French) plus 1 tablespoon for brushing', '3 1/4 cups unbleached all-purpose flour plus additional for kneading', '1 1/2 teaspoons flaky or coarse sea salt', 'a stand mixer fitted with paddle attachment']","['sugar', 'water', 'active', 'yeast', 'all-purpose flour', 'table salt', 'anise seeds', 'orange-flower water', 'orange zest', 'mild extra-virgin olive oil', 'ed all-purpose flour', 'flaky', 'mixer']",[0 0 0 ... 0 0 0]
Apple-Almond Turnover,apple-almond-turnover,"['3 large Pink Lady apples, peeled, halved, cored', '1/2 cup apple cider vinegar', '1/4 cup (packed) light brown sugar', '1/2 vanilla bean, halved lengthwise', '1 (14-ounce) package frozen puff pastry (such as Dufour), thawed', 'All-purpose flour (for dusting)', '3 1/2 ounces almond paste', '4 tablespoons unsalted butter, cut into small pieces', '1 large egg, beaten to blend', '2 tablespoons granulated sugar', 'Vanilla ice cream (for serving; optional)']","['pink lady apples', 'apple cider vinegar', 'brown sugar', 'vanilla bean', 'puff pastry', 'all-purpose flour', 'almond paste', 'ted butter', 'egg', 'blend', 'sugar', 'vanilla ice cream']",[0 0 0 ... 0 0 0]
Napa Valley Basil-Smoked Burgers,napa-valley-basil-smoked-burgers-355970,"['2 pounds ground sirloin', '1/4 cup Zinfandel', '1/4 cup lightly packed minced fresh basil', '1/4 cup minced red onion', '1/4 cup fresh Italian bread crumbs', '8 sun-dried tomatoes packed in olive oil, finely chopped', '2 teaspoons garlic salt', 'Vegetable oil, for brushing on the grill rack', '8 large basil sprigs, moistened with water, for grilling', '6 large seeded sandwich rolls, split', '6 slices Monterey Jack cheese', '6 red leaf lettuce leaves', '6 (1/4-inch-thick) large tomato slices', '6 paper-thin red onion slices, separated into rings', '6 basil sprigs, for serving', '2/3 cup mayonnaise', '2 tablespoons prepared basil pesto']","['sirloin', 'zinfandel', 'basil', 'red onion', 'italian bread crumbs', 'tomatoes', 'olive oil', 'garlic salt', 'vegetable oil', 'sandwich rolls', 'monterey jack cheese', 'red leaf lettuce leaves', 'tomato', 'mayonnaise', 'basil pesto']",[0 0 0 ... 0 0 0]
Fettuccine Alfredo,fettucine-alfredo-350227,"['8 to 9 ounce egg fettuccine in nests', '1/2 cup heavy cream', '1/2 stick unsalted butter, cut into pieces', '1/3 cup grated Parmigiano-Reggiano']","['egg fettuccine', 'heavy cream', 'butter', 'parmigiano-reggiano']",[0 0 0 ... 0 0 0]
Summer Corn Sauté with Tons of Herbs,summer-corn-saute-with-tons-of-herbs-360231,"['1/4 cup (1/2 stick) butter', '1 large shallot, chopped', '1 teaspoon cumin seeds', '6 cups fresh corn kernels (cut from about 9 large ears)', '1 teaspoon coarse kosher salt', '3/4 teaspoon freshly ground black pepper', '1 cup chopped assorted fresh herbs (such as basil, cilantro, chives, and parsley)', '1/4 cup chopped fresh dill', '1/4 cup chopped fresh tarragon']","['butter', 'shallot', 'cumin seeds', 'corn kernels', 'kosher salt', 'black pepper', 'assort', 'herbs', 'dill', 'tarragon']",[0 0 0 ... 0 0 0]
Skillet Chicken and Vegetables,skillet-chicken-and-vegetables-106116,"['4 chicken thighs with skin and bone', '1 tablespoon paprika', '2 tablespoons vegetable oil', '3/4 pound small red-skinned potatoes, halved', '8 boiling onions, peeled', '2 large carrots, peeled, cut into 1-inch pieces', '1 tablespoon all purpose flour', '1 cup canned low-salt chicken broth', '1/2 cup dry white wine', 'Chopped fresh parsley']","['chicken thighs', 'paprika', 'vegetable oil', 'red', 'potatoes', 'onions', 'carrots', 'all purpose flour', 'chicken broth', 'white wine', 'parsley']",[0 0 0 ... 0 0 0]
Black Seed Bread,black-seed-bread,"['Nonstick cooking oil spray', '1 cup flaxseed, divided', '6 large eggs', '3 Tbsp. grapeseed or extra-virgin olive oil', '1 Tbsp. tahini', '1 cup black sesame seeds', '1/2 cup white sesame seeds', '1/2 cup poppy seeds', '1 Tbsp. kosher salt', 'A spice mill']","['cooking oil spray', 'flaxseed', 'eggs', 'grapeseed', 'tahini', 'black sesame seeds', 'white sesame seeds', 'poppy seeds', 'kosher salt', 'spice mill']",[0 0 0 ... 0 0 0]
Haunted Gingerbread House,haunted-gingerbread-house-350143,"['Royal icing or 1 (16-ounce) container vanilla frosting', 'Liquid food coloring in red, yellow, green, and blue', '1 undecorated gingerbread house*', 'Black licorice laces', 'Gummy spiders', 'Candy corn in assorted flavors', 'Green apple sour belts', 'Mellocreme pumpkins', 'Sugar candy bats (also called dextrose candy bats)', 'Marshmallow ghosts', '*Undecorated gingerbread houses can be purchased from Dylans Candy Bar or Amazon.com']","['royal icing', 'food coloring', 'red', 'yellow', 'green', 'blue', 'gingerbread house', 'black licorice laces', 'gummy spiders', 'candy corn', 'green apple', 'belts', 'mellocreme pumpkins', 'sugar candy bats', 'cand', 'marshmallow ghosts']",[0 0 0 ... 0 0 0]
Cranberry Pineapple Salsa,cranberry-pineapple-salsa-350579,"['1 (4-pounds) pineapple, peeled, cored, and cut into 1/2-inch pieces', '1medium onion, chopped', '1 tablespoon vegetable oil', '1 (12-ounces) bag fresh cranberries (3 1/2 cups; not frozen)', '1/3 cup packed dark brown sugar, or to taste', '1/4 cup Seville orange juice (or 2 tablespoon each of fresh lime juice and regular orange juice)', '1 cup packed cilantro sprigs', 'coarsely chopped']","['pineapple', 'onion', 'vegetable oil', 'cranberries', 'ed dark brown sugar', 'seville orange juice', 'cilantro sprigs']",[0 0 0 ... 0 0 0]
