Title,Image_Name,Macronutrients,Protein,Fat,Carbs,Total Calories
Sweet Potato Toasts with Toppings,sweet-potato-toasts-with-toppings,"[Protein = 4.3g, Fat = 11.4g, Carbs = 29.4g, Total Calories = 200]",4.3,11.4,29.4,200.0
Roasted Ducklings in Orange Sauce,roasted-ducklings-in-orange-sauce,"[Protein = 72.4g, Fat = 170.7g, Carbs = 45.6g, Total Calories = 2340]",72.4,170.7,45.6,2340.0
Instant Pot Butternut Squash Hash,instant-pot-butternut-squash-hash,"[Protein = 10.2g, Fat = 11.8g, Carbs = 40.9g, Total Calories = 350]",10.2,11.8,40.9,350.0
Pistachio-Rose Shortbread Squares,pistachio-rose-shortbread-squares,"[Protein = 15.1g, Fat = 47.3g, Carbs = 104.5g, Total Calories = 1130]",15.1,47.3,104.5,1130.0
Molasses Sandwich Cookies with Coffee Cream,molasses-sandwich-cookies-with-coffee-cream,"[Protein = 10.9g, Fat = 45.2g, Carbs = 88.7g, Total Calories = 1050]",10.9,45.2,88.7,1050.0
White Chocolate Fruitcake Bars,white-chocolate-fruitcake-bars,"[Protein = 12.3g, Fat = 57.6g, Carbs = 95.3g, Total Calories = 1180]",12.3,57.6,95.3,1180.0
Hanukkah Chicken,hanukkah-chicken,"[Protein = 78.5g, Fat = 45.1g, Carbs = 61.3g, Total Calories = 1070]",78.5,45.1,61.3,1070.0
Tandoori Chicken Bowls,tandoori-chicken-bowls,"[Protein = 54.2g, Fat = 39.6g, Carbs = 58.3g, Total Calories = 870]",54.2,39.6,58.3,870.0
Cranberry Linzer Tart,cranberry-linzer-tart,"[Protein = 16.3g, Fat = 54.7g, Carbs = 64.3g, Total Calories = 950]",16.3,54.7,64.3,950.0
Parsnip Confit with Pickled Currants,parsnip-confit-with-pickled-currants,"[Protein = 22.8g, Fat = 39.1g, Carbs = 55.2g, Total Calories = 750]",22.8,39.1,55.2,750.0
Cranberry Sauce with Orange and Cinnamon,cranberry-sauce-with-orange-and-cinnamon,"[Protein = 2.1g, Fat = 18.2g, Carbs = 38.1g, Total Calories = 270]",2.1,18.2,38.1,270.0
Cornbread Stuffing with Sausage and Collard Greens,cornbread-stuffing-with-sausage-and-collard-greens,"[Protein = 23.2g, Fat = 61.2g, Carbs = 47.6g, Total Calories = 1240]",23.2,61.2,47.6,1240.0
Shaved Carrots with Charred Dates,shaved-carrots-with-charred-dates,"[Protein = 1.9g, Fat = 18.7g, Carbs = 46.3g, Total Calories = 250]",1.9,18.7,46.3,250.0
Butternut Squash Tarte Tatin,butternut-squash-tarte-tatin,"[Protein = 6.8g, Fat = 56.1g, Carbs = 92.7g, Total Calories = 1130]",6.8,56.1,92.7,1130.0
Classic Herb and Fennel Stuffing,classic-herb-and-fennel-stuffing,"[Protein = 25.8g, Fat = 65.6g, Carbs = 92.5g, Total Calories = 1280]",25.8,65.6,92.5,1280.0
Stir-Fried Brussels Sprouts,stir-fried-brussels-sprouts,"[Protein = 7.2g, Fat = 20.5g, Carbs = 16.9g, Total Calories = 230]",7.2,20.5,16.9,230.0
Spicy Cranberry Sauce,spicy-cranberry-sauce,"[Protein = 2.6g, Fat = 23.2g, Carbs = 41.1g, Total Calories = 470]",2.6,23.2,41.1,470.0
Make-Ahead Mashed Potatoes,make-ahead-mashed-potatoes,"[Protein = 17.4g, Fat = 57.8g, Carbs = 103.3g, Total Calories = 1230]",17.4,57.8,103.3,1230.0
Shingled Sweet Potatoes with Harissa,shingled-sweet-potatoes-with-harissa,"[Protein = 8.4g, Fat = 45.7g, Carbs = 65.6g, Total Calories = 900]",8.4,45.7,65.6,900.0
Glazed and Flaky Apple Tart,glazed-and-flaky-apple-tart,"[Protein = 8.2g, Fat = 25.5g, Carbs = 108.5g, Total Calories = 970]",8.2,25.5,108.5,970.0
Cheesy Kale and Mushroom Strata,cheesy-kale-and-mushroom-strata,"[Protein = 39.1g, Fat = 54.9g, Carbs = 56.4g, Total Calories = 1140]",39.1,54.9,56.4,1140.0
Wild Rice Dressing,wild-rice-dressing,"[Protein = 16.9g, Fat = 55.8g, Carbs = 94.3g, Total Calories = 1030]",16.9,55.8,94.3,1030.0
Cranberry-Fig Sauce,cranberry-fig-sauce,"[Protein = 19.6g, Fat = 44.7g, Carbs = 64.7g, Total Calories = 910]",19.6,44.7,64.7,910.0
Glazed Shallots with Chile and Thyme,glazed-shallots-with-chile-and-thyme,"[Protein = 3.4g, Fat = 13.5g, Carbs = 22.5g, Total Calories = 250]",3.4,13.5,22.5,250.0
Pasta with Sausage and Arugula,pasta-with-sausage-and-arugula,"[Protein = 41.2g, Fat = 37.7g, Carbs = 61.5g, Total Calories = 1010]",41.2,37.7,61.5,1010.0
Burnished Potato Nuggets,burnished-potato-nuggets,"[Protein = 29.1g, Fat = 57.3g, Carbs = 73.9g, Total Calories = 1070]",29.1,57.3,73.9,1070.0
Citrus Shrimp Rice Bowls,citrus-shrimp-rice-bowls,"[Protein = 48.6g, Fat = 54.9g, Carbs = 77.4g, Total Calories = 1130]",48.6,54.9,77.4,1130.0
Chicken Soup with Charred Cabbage,chicken-soup-with-charred-cabbage,"[Protein = 65.1g, Fat = 69.1g, Carbs = 56.3g, Total Calories = 1280]",65.1,69.1,56.3,1280.0
Dry-Rubbed Roast Turkey,dry-rubbed-roast-turkey,"[Protein = 119.1g, Fat = 170.4g, Carbs = 46.3g, Total Calories = 1980]",119.1,170.4,46.3,1980.0
Dry-Rubbed Turkey Breast,dry-rubbed-turkey-breast,"[Protein = 101.6g, Fat = 73.5g, Carbs = 30.8g, Total Calories = 1240]",101.6,73.5,30.8,1240.0
Fall Spritz,fall-spritz,"[Protein = 5.9g, Fat = 15.7g, Carbs = 26.2g, Total Calories = 320]",5.9,15.7,26.2,320.0
Broccoli Caesar,broccoli-caesar-salad,"[Protein = 9.2g, Fat = 56.5g, Carbs = 34.7g, Total Calories = 730]",9.2,56.5,34.7,730.0
Buttermilk Cornbread,buttermilk-cornbread,"[Protein = 8.5g, Fat = 36.5g, Carbs = 65.2g, Total Calories = 700]",8.5,36.5,65.2,700.0
Coconut-Apple-Ginger Dal,coconut-apple-ginger-dal,"[Protein = 16.2g, Fat = 34.3g, Carbs = 56.3g, Total Calories = 770]",16.2,34.3,56.3,770.0
Radicchio Salad with Sour Cream Ranch,radicchio-salad-with-sour-cream-ranch,"[Protein = 7.3g, Fat = 38.1g, Carbs = 31.7g, Total Calories = 500]",7.3,38.1,31.7,500.0
Toasted Pecan Torte with Butterscotch Topping,toasted-pecan-torte-with-butterscotch-topping,"[Protein = 32.7g, Fat = 78.1g, Carbs = 94.1g, Total Calories = 1300]",32.7,78.1,94.1,1300.0
Shortcut Puff Pastry,shortcut-puff-pastry,"[Protein = 6.1g, Fat = 34.3g, Carbs = 77.2g, Total Calories = 800]",6.1,34.3,77.2,800.0
Sunday Stash Braised Beef,sunday-stash-braised-beef,"[Protein = 53.2g, Fat = 89.1g, Carbs = 84.3g, Total Calories = 1500]",53.2,89.1,84.3,1500.0
Charred Steak and Broccolini with Cheese Sauce,charred-steak-and-broccolini-with-cheese-sauce,"[Protein = 46.8g, Fat = 81.4g, Carbs = 99.3g, Total Calories = 1480]",46.8,81.4,99.3,1480.0
Skillet Dressing with Cornbread and Biscuits,skillet-dressing-with-cornbread-and-biscuits,"[Protein = 31.4g, Fat = 64.2g, Carbs = 88.1g, Total Calories = 1220]",31.4,64.2,88.1,1220.0
Sheet-Pan Cider-Ricotta Pancakes with Pear Compote,sheet-pan-cider-ricotta-pancakes-with-pear-compote,"[Protein = 13.7g, Fat = 16.8g, Carbs = 46.2g, Total Calories = 590]",13.7,16.8,46.2,590.0
Vegetarian Skillet Stuffed Shells,vegetarian-skillet-stuffed-shells,"[Protein = 39.2g, Fat = 40.6g, Carbs = 67.4g, Total Calories = 1020]",39.2,40.6,67.4,1020.0
Mushroom and Kale Breakfast Skillet,mushroom-and-kale-breakfast-skillet,"[Protein = 15.4g, Fat = 41.2g, Carbs = 63.2g, Total Calories = 880]",15.4,41.2,63.2,880.0
Smoky Beans and Greens on Toast,smoky-beans-and-greens-on-toast,"[Protein = 19.8g, Fat = 41.7g, Carbs = 78.4g, Total Calories = 1060]",19.8,41.7,78.4,1060.0
Roasted Cauliflower with Sesame,roasted-cauliflower-with-sesame,"[Protein = 7.6g, Fat = 29.1g, Carbs = 39.5g, Total Calories = 480]",7.6,29.1,39.5,480.0
Ricotta Filo Cake,ricotta-filo-phyllo-cheesecake,"[Protein = 25.1g, Fat = 52.4g, Carbs = 147.7g, Total Calories = 1120]",25.1,52.4,147.7,1120.0
Roast Pumpkin with Dukkha and Pomegranate,roast-pumpkin-with-dukkah-and-pomegranate,"[Protein = 16.3g, Fat = 31.5g, Carbs = 103.7g, Total Calories = 820]",16.3,31.5,103.7,820.0
Big Easy Pumpkin Beignets,big-easy-pumpkin-doughnuts-beignets,"[Protein = 23.9g, Fat = 15.6g, Carbs = 95.2g, Total Calories = 770]",23.9,15.6,95.2,770.0
Dried Fig and Marsala Tart,dried-fig-and-marsala-tart,"[Protein = 3.9g, Fat = 23.5g, Carbs = 132.6g, Total Calories = 1040]",3.9,23.5,132.6,1040.0
"Clams with Chorizo, Leeks, Tomato, and White Wine",clams-with-chorizo-leeks-tomato-and-white-wine,"[Protein = 21.1g, Fat = 37.8g, Carbs = 53.5g, Total Calories = 930]",21.1,37.8,53.5,930.0
Brodo di Parmigiano (Parmesan Broth),brodo-di-parmigiano-parmesan-broth,"[Protein = 26.3g, Fat = 55.6g, Carbs = 69.1g, Total Calories = 1160]",26.3,55.6,69.1,1160.0
Russian Deviled Eggs,russian-deviled-eggs-with-salmon-roe-caviar,"[Protein = 19.2g, Fat = 11.7g, Carbs = 31.6g, Total Calories = 300]",19.2,11.7,31.6,300.0
Stars Pappardelle,stars-pappardelle,"[Protein = 7.2g, Fat = 19.9g, Carbs = 45.4g, Total Calories = 470]",7.2,19.9,45.4,470.0
Beet and Fig Salad with Candied Pecans,beet-and-fig-salad-with-candied-pecans,"[Protein = 7.5g, Fat = 58.7g, Carbs = 105.1g, Total Calories = 1140]",7.5,58.7,105.1,1140.0
Instant Pot Beef and Sweet Potato Chili,instant-pot-beef-and-sweet-potato-chili,"[Protein = 28.5g, Fat = 28.6g, Carbs = 68.4g, Total Calories = 950]",28.5,28.6,68.4,950.0
Cacio e Pepe Pie,cacio-e-pepe-pie,"[Protein = 24.7g, Fat = 54.5g, Carbs = 69.3g, Total Calories = 1050]",24.7,54.5,69.3,1050.0
Marbled Pumpkin-Maple Cheesecake Bars,marbled-pumpkin-maple-cheesecake-bars,"[Protein = 16.2g, Fat = 47.3g, Carbs = 73.7g, Total Calories = 1010]",16.2,47.3,73.7,1010.0
Turkey for Twenty,turkey-for-twenty,"[Protein = 149.4g, Fat = 168.7g, Carbs = 61.8g, Total Calories = 2220]",149.4,168.7,61.8,2220.0
Roasted Cauliflower with Parmesan-Panko Crumble,roasted-cauliflower-with-parmesan-panko-crumble,"[Protein = 35.1g, Fat = 52.9g, Carbs = 90.8g, Total Calories = 1110]",35.1,52.9,90.8,1110.0
Spicy Cornbread Stuffing with Chorizo and Sweet Potatoes,spicy-cornbread-stuffing-with-chorizo-and-sweet-potatoes,"[Protein = 41.2g, Fat = 56.7g, Carbs = 125.2g, Total Calories = 1300]",41.2,56.7,125.2,1300.0
Pecan-Cranberry Galette,pecan-cranberry-galette,"[Protein = 17.4g, Fat = 36.6g, Carbs = 72.8g, Total Calories = 880]",17.4,36.6,72.8,880.0
Cheesy Corn Spoon Bread,cheesy-corn-spoon-bread,"[Protein = 12.3g, Fat = 17.3g, Carbs = 40.2g, Total Calories = 370]",12.3,17.3,40.2,370.0
"Roasted Carrot, Brussels Sprout, and Cranberry Salad",roasted-carrot-brussels-sprout-and-cranberry-salad,"[Protein = 4.5g, Fat = 16.2g, Carbs = 51.7g, Total Calories = 460]",4.5,16.2,51.7,460.0
Turkey for Two with Pan-Sauce Gravy,turkey-for-two-with-pan-sauce-gravy,"[Protein = 47.8g, Fat = 41.5g, Carbs = 25.3g, Total Calories = 940]",47.8,41.5,25.3,940.0
Roast Sausage and Fennel with Orange,roast-sausage-and-fennel-with-orange,"[Protein = 33.9g, Fat = 43.7g, Carbs = 71.1g, Total Calories = 1040]",33.9,43.7,71.1,1040.0
Slow-Cooked Chicken Stew with Kale,slow-cooked-chicken-stew-with-kale,"[Protein = 94.7g, Fat = 74.8g, Carbs = 53.4g, Total Calories = 1440]",94.7,74.8,53.4,1440.0
Silky Pork and Cumin Stew,silky-pork-and-cumin-stew,"[Protein = 26.7g, Fat = 42.2g, Carbs = 61.1g, Total Calories = 1050]",26.7,42.2,61.1,1050.0
Slow-Cooked Halibut with Garlic Cream and Fennel,slow-cooked-halibut-with-garlic-cream-and-fennel,"[Protein = 38.6g, Fat = 41.3g, Carbs = 31.2g, Total Calories = 860]",38.6,41.3,31.2,860.0
Butternut Squash and Chorizo Hash,butternut-squash-and-chorizo-hash,"[Protein = 15.2g, Fat = 32.1g, Carbs = 42.3g, Total Calories = 700",15.2,32.1,42.3,700.0
Raw Butternut Squash Ribbon Salad with Orange and Chile,raw-butternut-squash-ribbon-salad-with-orange-and-chile,"[Protein = 18.7g, Fat = 27.9g, Carbs = 63.5g, Total Calories = 900]",18.7,27.9,63.5,900.0
Curried Chickpea and Lentil Dal,curried-chickpea-and-lentil-dal,"[Protein = 17.3g, Fat = 39.2g, Carbs = 82.4g, Total Calories = 1060]",17.3,39.2,82.4,1060.0
Warm-Spiced Saucy Lamb Stew,warm-spiced-saucy-lamb-stew,"[Protein = 64.2g, Fat = 93.4g, Carbs = 81.7g, Total Calories = 1360]",64.2,93.4,81.7,1360.0
Ham Hock and White Bean Stew,ham-hock-and-white-bean-stew,"[Protein = 28.4g, Fat = 53.6g, Carbs = 82.2g, Total Calories = 1190]",28.4,53.6,82.2,1190.0
Oxtail and Red Wine Stew,oxtail-and-red-wine-stew,"[Protein = 72.1g, Fat = 92.3g, Carbs = 106.9g, Total Calories = 1590]",72.1,92.3,106.9,1590.0
Roast Fish with Cannellini Beans and Green Olives,roast-fish-with-cannellini-beans-and-green-olives,"[Protein = 32.6g, Fat = 29.8g, Carbs = 35.9g, Total Calories = 730]",32.6,29.8,35.9,730.0
Herby Pasta with Garlic and Green Olives,herby-pasta-with-garlic-and-green-olives,"[Protein = 26.7g, Fat = 27.8g, Carbs = 58.4g, Total Calories = 870]",26.7,27.8,58.4,870.0
Roast Chicken Legs with Lots of Garlic,roast-chicken-legs-with-lots-of-garlic,"[Protein = 32.5g, Fat = 36.3g, Carbs = 54.8g, Total Calories = 1070]",32.5,36.3,54.8,1070.0
"Butternut Squash, Coconut, and Ginger Muffins",butternut-squash-coconut-and-ginger-muffins,"[Protein = 13.9g, Fat = 18.5g, Carbs = 70.1g, Total Calories = 540]",13.9,18.5,70.1,540.0
Baked Pasta alla Norma,baked-pasta-alla-norma,"[Protein = 23.2g, Fat = 34.7g, Carbs = 85.2g, Total Calories = 900]",23.2,34.7,85.2,900.0
Butternut Squash Steaks with Brown Butter–Sage Sauce,butternut-squash-steaks-with-brown-buttersage-sauce,"[Protein = 4.9g, Fat = 13.2g, Carbs = 45.8g, Total Calories = 380]",4.9,13.2,45.8,380.0
The Garlickiest Fried Rice,the-garlickiest-fried-rice,"[Protein = 11.3g, Fat = 13.7g, Carbs = 60.5g, Total Calories = 590]",11.3,13.7,60.5,590.0
Oven Polenta with Roasted Mushrooms and Thyme,oven-polenta-with-roasted-mushrooms-and-thyme,"[Protein = 7.9g, Fat = 23.4g, Carbs = 71.1g, Total Calories = 830]",7.9,23.4,71.1,830.0
Fermented Garlic Honey,fermented-garlic-honey,"[Protein = 5.9g, Fat = 33.4g, Carbs = 62.1g, Total Calories = 740]",5.9,33.4,62.1,740.0
Garlic-Chile Vinegar,garlic-chile-vinegar,"[Protein = 3.3g, Fat = 3.6g, Carbs = 9.1g, Total Calories = 120]",3.3,3.6,9.1,120.0
Silky Peanut Butter Dressing,silky-peanut-butter-tofu-dressing,"[Protein = 18.5g, Fat = 30.3g, Carbs = 32.7g, Total Calories = 630]",18.5,30.3,32.7,630.0
Herby Garlic Confit,herby-garlic-confit,"[Protein = 9.6g, Fat = 20.3g, Carbs = 15.5g, Total Calories = 330]",9.6,20.3,15.5,330.0
Broccoli and Garlic-Ricotta Toasts with Hot Honey,broccoli-and-garlic-ricotta-toasts-with-hot-honey,"[Protein = 9.7g, Fat = 22.1g, Carbs = 32.1g, Total Calories = 550]",9.7,22.1,32.1,550.0
Cucumbers with Ajo Blanco Sauce,cucumbers-with-ajo-blanco-sauce,"[Protein = 6.5g, Fat = 39.1g, Carbs = 33.3g, Total Calories = 620]",6.5,39.1,33.3,620.0
Kitty Highball,kitty-highball-red-wine-ginger-spritzer-cocktail,"[Protein = 0.7g, Fat = 0.3g, Carbs = 11.7g, Total Calories = 50]",0.7,0.3,11.7,50.0
Winter of Our Content,winter-of-our-content-apple-brandy-sparkling-wine-cocktail,"[Protein = 0.7g, Fat = 0.2g, Carbs = 6.9g, Total Calories = 30]",0.7,0.2,6.9,30.0
Perfect Circle,perfect-circle-champagne-sherry-campari-cocktail,"[Protein = 0.6g, Fat = 0.2g, Carbs = 4.1g, Total Calories = 20]",0.6,0.2,4.1,20.0
All She Wrote,all-she-wrote-punt-e-mes-vermouth-cocktail,"[Protein = 1.2g, Fat = 0.7g, Carbs = 6.3g, Total Calories = 30]",1.2,0.7,6.3,30.0
Mr. Tingles' Punch,mr-tingles-pomegranate-rum-punch,"[Protein = 9.3g, Fat = 0.3g, Carbs = 22.5g, Total Calories = 120]",9.3,0.3,22.5,120.0
Sunday Stash Sweet Potatoes,sunday-stash-sweet-potatoes,"[Protein = 3.6g, Fat = 5.3g, Carbs = 35.2g, Total Calories = 220]",3.6,5.3,35.2,220.0
